,precision,recall,f1-score,occurences
argument,0.6597701149425287,0.43093093093093093,0.5213442325158947,666.0
other,0.5972369819341127,0.7915492957746478,0.6807995154451847,710.0
accuracy,0.6170058139534884,0.6170058139534884,0.6170058139534884,0.6170058139534884
macro avg,0.6285035484383207,0.6112401133527894,0.6010718739805396,1376.0
weighted avg,0.6275037454396396,0.6170058139534884,0.6036213043762114,1376.0
