,precision_mean,precision_std,precision_sem,recall_mean,recall_std,recall_sem,f1-score_mean,f1-score_std,f1-score_sem,occurences_mean,occurences_std,occurences_sem
argument,0.6837078409359557,0.38225641538836846,0.1709502659287577,0.6346252244723563,0.35970490747453365,0.16086492499066588,0.6571317443335888,0.36857833761049624,0.1648332435861874,442.2,5.3572380943915485,2.3958297101421873
other,0.4115736558178639,0.1034932374504527,0.04628358283014785,0.6412198238137172,0.21306804900919457,0.09528692828356315,0.47190927334872257,0.05421106541072758,0.024243925478214884,134.8,5.357238094391554,2.39582971014219
accuracy,0.6374350086655112,0.22668023448355568,0.10137448269216448,0.6374350086655112,0.22668023448355568,0.10137448269216448,0.6374350086655112,0.22668023448355568,0.10137448269216448,0.6374350086655112,0.22668023448355568,0.10137448269216448
macro avg,0.5476407483769098,0.240638363054848,0.10761674755698282,0.6379225241430367,0.07781550904536416,0.0348001535858368,0.5645205088411556,0.20938214370478264,0.09363854131970473,577.0,0.0,0.0
weighted avg,0.6202962479758041,0.31574114271959974,0.14120373168289757,0.6374350086655112,0.22668023448355568,0.10137448269216448,0.614443417548507,0.29412563068164743,0.1315369808258323,577.0,0.0,0.0
