,precision,recall,f1-score,occurences
argument,0.6618357487922706,0.1011070110701107,0.17541613316261206,1355.0
other,0.5214145383104126,0.9498926270579814,0.6732623033992897,1397.0
accuracy,0.5319767441860465,0.5319767441860465,0.5319767441860465,0.5319767441860465
macro avg,0.5916251435513415,0.5254998190640461,0.4243392182809509,2752.0
weighted avg,0.590553615419031,0.5319767441860465,0.42813818978348367,2752.0
