,precision,recall,f1-score,occurences
argument,0.8529411764705882,0.10530137981118373,0.1874595992243051,1377.0
other,0.52285050348567,0.9818181818181818,0.6823351023502653,1375.0
accuracy,0.5432412790697675,0.5432412790697675,0.5432412790697675,0.5432412790697675
macro avg,0.6878958399781291,0.5435597808146828,0.4348973507872852,2752.0
weighted avg,0.6880157857168591,0.5432412790697675,0.43471752683992837,2752.0
