,precision,recall,f1-score,occurences
argument,0.784865655273259,0.9756873437855033,0.8699351701782819,4401.0
other,0.6421404682274248,0.14024835646457268,0.23021582733812948,1369.0
accuracy,0.7774696707105719,0.7774696707105719,0.7774696707105719,0.7774696707105719
macro avg,0.713503061750342,0.557967850125038,0.5500754987582057,5770.0
weighted avg,0.7510024349845681,0.7774696707105719,0.7181542723709736,5770.0
