,precision,recall,f1-score,occurences
argument,0.7069408740359897,0.19642857142857142,0.3074343208496367,1400.0
other,0.5239102835378756,0.915680473372781,0.6664872139973081,1352.0
accuracy,0.549781976744186,0.549781976744186,0.549781976744186,0.549781976744186
macro avg,0.6154255787869327,0.5560545224006762,0.4869607674234724,2752.0
weighted avg,0.6170217757970906,0.549781976744186,0.4838294921925334,2752.0
