,precision,recall,f1-score,occurences
argument,0.782283105022831,0.9736303705387588,0.86753088920397,4399.0
other,0.6067796610169491,0.13056163384390956,0.2148859543817527,1371.0
accuracy,0.7733102253032929,0.7733102253032929,0.7733102253032929,0.7733102253032929
macro avg,0.69453138301989,0.5520960021913341,0.5412084217928613,5770.0
weighted avg,0.7405820267330453,0.7733102253032929,0.7124570234082578,5770.0
