,precision,recall,f1-score,occurences
argument,0.8417116742833403,0.9353647276084949,0.8860704132954297,4332.0
other,0.7071129707112971,0.47009735744089015,0.5647451963241437,1438.0
accuracy,0.8194107452339688,0.8194107452339688,0.8194107452339688,0.8194107452339688
macro avg,0.7744123224973187,0.7027310425246925,0.7254078048097867,5770.0
weighted avg,0.8081669713827166,0.8194107452339688,0.8059897093084782,5770.0
