,precision,recall,f1-score,occurences
argument,0.6923076923076923,0.0066273932253313695,0.013129102844638951,1358.0
other,0.5074844833880978,0.9971305595408895,0.6726348899104766,1394.0
accuracy,0.5083575581395349,0.5083575581395349,0.5083575581395349,0.5083575581395349
macro avg,0.599896087847895,0.5018789763831104,0.3428819963775578,2752.0
weighted avg,0.598687215115136,0.5083575581395349,0.3471956243452849,2752.0
