,precision,recall,f1-score,occurences
argument,0.5906432748538012,0.7998560115190785,0.6795107033639144,1389.0
other,0.6808266360505166,0.43506969919295674,0.5308863025962399,1363.0
accuracy,0.6191860465116279,0.6191860465116279,0.6191860465116279,0.6191860465116279
macro avg,0.635734955452159,0.6174628553560176,0.6051985029800772,2752.0
weighted avg,0.6353089439348779,0.6191860465116279,0.6059005804546337,2752.0
