,precision,recall,f1-score,occurences
argument,0.7676031911203607,1.0,0.868524332810047,2213.0
other,1.0,0.002976190476190476,0.005934718100890207,672.0
accuracy,0.7677642980935875,0.7677642980935875,0.7677642980935875,0.7677642980935875
macro avg,0.8838015955601803,0.5014880952380952,0.4372295254554686,2885.0
weighted avg,0.8217351341245609,0.7677642980935875,0.6676022457790061,2885.0
