,precision,recall,f1-score,occurences
argument,0.7874684001444565,0.9873217115689382,0.8761426418884982,4417.0
other,0.7586206896551724,0.13008130081300814,0.2220820189274448,1353.0
accuracy,0.7863084922010398,0.7863084922010398,0.7863084922010398,0.7863084922010398
macro avg,0.7730445448998144,0.5587015061909731,0.5491123304079715,5770.0
weighted avg,0.7807039370089277,0.7863084922010398,0.7227727939047365,5770.0
