,precision,recall,f1-score,occurences
argument,0.7797348828763392,0.9796942733287702,0.8683518705763398,4383.0
other,0.6615969581749049,0.1254506128334535,0.2109090909090909,1387.0
accuracy,0.7743500866551126,0.7743500866551126,0.7743500866551126,0.7743500866551126
macro avg,0.7206659205256221,0.5525724430811119,0.5396304807427154,5770.0
weighted avg,0.7513367370252318,0.7743500866551126,0.7103149320324101,5770.0
