,precision_mean,precision_std,precision_sem,recall_mean,recall_std,recall_sem,f1-score_mean,f1-score_std,f1-score_sem,occurences_mean,occurences_std,occurences_sem
argument,0.77968857075477,0.0015132317541771093,0.0006767378136102536,0.9816476305403515,0.0034734483517159663,0.0015533733261542998,0.8690861253644468,0.001435604852898586,0.0006420220079819648,4391.2,22.253089673121842,9.951884243699801
other,0.6666234184824933,0.047085182604755006,0.02105713380744456,0.11648446771218364,0.01153533532151314,0.005158758784431555,0.19814042418389982,0.017891209367636007,0.008001192069143027,1378.8,22.253089673121785,9.951884243699777
accuracy,0.7749393414211438,0.00177420920513967,0.0007934504777996342,0.7749393414211438,0.00177420920513967,0.0007934504777996342,0.7749393414211438,0.00177420920513967,0.0007934504777996342,0.7749393414211438,0.00177420920513967,0.0007934504777996342
macro avg,0.7231559946186318,0.022966091846900592,0.010270748509434683,0.5490660491262676,0.005741830939060213,0.002567824859010018,0.5336132747741733,0.008505582600835188,0.0038038121767413877,5770.0,0.0,0.0
weighted avg,0.752781694997116,0.010178236847889788,0.004551845896594951,0.7749393414211438,0.00177420920513967,0.0007934504777996342,0.7088120949629595,0.0012024863191673885,0.0005377682303343578,5770.0,0.0,0.0
