,precision,recall,f1-score,occurences
argument,0.0,0.0,0.0,1369.0
other,0.5025436046511628,1.0,0.6689238210399033,1383.0
accuracy,0.5025436046511628,0.5025436046511628,0.5025436046511628,0.5025436046511628
macro avg,0.2512718023255814,0.5,0.33446191051995167,2752.0
weighted avg,0.2525500745757842,0.5025436046511628,0.33616338826242237,2752.0
