,precision,recall,f1-score,occurences
argument,0.6475644699140402,0.6686390532544378,0.6579330422125181,1352.0
other,0.6696165191740413,0.6485714285714286,0.6589259796806967,1400.0
accuracy,0.6584302325581395,0.6584302325581395,0.6584302325581395,0.6584302325581395
macro avg,0.6585904945440407,0.6586052409129333,0.6584295109466074,2752.0
weighted avg,0.658782808927122,0.6584302325581395,0.6584381702849926,2752.0
