,precision,recall,f1-score,occurences
argument,0.680327868852459,0.06071689831748354,0.11148421759570182,1367.0
other,0.511787072243346,0.9718411552346571,0.6704856787048568,1385.0
accuracy,0.5192587209302325,0.5192587209302325,0.5192587209302325,0.5192587209302325
macro avg,0.5960574705479025,0.5162790267760703,0.3909849481502793,2752.0
weighted avg,0.5955062833496895,0.5192587209302325,0.39281307792861586,2752.0
