,precision,recall,f1-score,occurences
argument,0.689795918367347,0.6213235294117647,0.6537717601547389,272.0
other,0.6633986928104575,0.7275985663082437,0.694017094017094,279.0
accuracy,0.6751361161524501,0.6751361161524501,0.6751361161524501,0.6751361161524501
macro avg,0.6765973055889023,0.6744610478600042,0.6738944270859164,551.0
weighted avg,0.6764296281125881,0.6751361161524501,0.6741500689525557,551.0
