,precision_mean,precision_std,precision_sem,recall_mean,recall_std,recall_sem,f1-score_mean,f1-score_std,f1-score_sem,occurences_mean,occurences_std,occurences_sem
argument,0.5711157586899618,0.11676068279682136,0.05221696476659656,0.7121476582182901,0.23058675317580482,0.10312153096241301,0.6102799270487728,0.10145286351309854,0.04537109986545929,134.4,4.560701700396552,2.039607805437114
other,0.5351145372040895,0.2035213159235131,0.09101749945503713,0.440970248277453,0.3520781030160347,0.15745411434660544,0.4376366837781582,0.31674631648247786,0.1416532590554965,141.6,4.560701700396552,2.039607805437114
accuracy,0.5702898550724638,0.11702954637098069,0.052337204212295325,0.5702898550724638,0.11702954637098069,0.052337204212295325,0.5702898550724638,0.11702954637098069,0.052337204212295325,0.5702898550724638,0.11702954637098069,0.052337204212295325
macro avg,0.5531151479470257,0.1520650649698692,0.06800556445510991,0.5765589532478715,0.1085602712165383,0.048549629219198684,0.5239583054134654,0.16758046949722746,0.07494426429942612,276.0,0.0,0.0
weighted avg,0.5521628403714963,0.15450334516298111,0.06909599650710782,0.5702898550724638,0.11702954637098069,0.052337204212295325,0.5200023935895702,0.1740406902259674,0.07783336283924927,276.0,0.0,0.0
