,precision,recall,f1-score,occurences
argument,0.5405405405405406,0.43795620437956206,0.4838709677419355,137.0
other,0.5333333333333333,0.6330935251798561,0.5789473684210527,139.0
accuracy,0.5362318840579711,0.5362318840579711,0.5362318840579711,0.5362318840579711
macro avg,0.536936936936937,0.5355248647797091,0.5314091680814941,276.0
weighted avg,0.5369108238673456,0.5362318840579711,0.5317536477940996,276.0
