,precision_mean,precision_std,precision_sem,recall_mean,recall_std,recall_sem,f1-score_mean,f1-score_std,f1-score_sem,occurences_mean,occurences_std,occurences_sem
argument,0.7549889495406737,0.140297404398632,0.06274290666042383,0.3857821138672203,0.2598657101496299,0.11621547858316589,0.44526482514717997,0.2584876774045778,0.11559920360453446,132.0,9.82344135219425,4.393176527297759
other,0.6121196263876855,0.05927271937732695,0.026507565947794413,0.8336504356547614,0.13106094550210742,0.0586122366676215,0.6974340077802871,0.026806728545339074,0.011988333456352444,144.0,9.82344135219425,4.393176527297759
accuracy,0.6253623188405797,0.052040388722521036,0.023273169351814095,0.6253623188405797,0.052040388722521036,0.023273169351814095,0.6253623188405797,0.052040388722521036,0.023273169351814095,0.6253623188405797,0.052040388722521036,0.023273169351814095
macro avg,0.6835542879641796,0.051931224427751006,0.02322434959504977,0.6097162747609909,0.06614362820148036,0.029580329787396446,0.5713494164637335,0.12419848147549059,0.055543249456289065,276.0,0.0,0.0
weighted avg,0.6793839160956434,0.04354122380140055,0.019472227248692683,0.6253623188405797,0.052040388722521036,0.023273169351814095,0.5811953042472002,0.11307051178042077,0.05056667011834232,276.0,0.0,0.0
