,precision,recall,f1-score,occurences
argument,0.726027397260274,0.15351194786386677,0.2534369396294083,1381.0
other,0.5247967479674797,0.9416484318016046,0.6739754633255025,1371.0
accuracy,0.5461482558139535,0.5461482558139535,0.5461482558139535,0.5461482558139535
macro avg,0.6254120726138768,0.5475801898327357,0.4637062014774554,2752.0
weighted avg,0.6257776806249465,0.5461482558139535,0.4629421416596936,2752.0
