,precision,recall,f1-score,occurences
argument,0.8297926798054773,0.7393386545039908,0.7819585142305836,4385.0
other,0.3864734299516908,0.51985559566787,0.44334975369458124,1385.0
accuracy,0.6866551126516465,0.6866551126516465,0.6866551126516465,0.6866551126516465
macro avg,0.608133054878584,0.6295971250859305,0.6126541339625824,5770.0
weighted avg,0.7233806934887539,0.6866551126516465,0.7006806748298273,5770.0
