,precision,recall,f1-score,occurences
argument,0.7337709700948213,0.7446336047372317,0.7391623806024983,1351.0
other,0.7501810282404056,0.7394718058529621,0.7447879223580158,1401.0
accuracy,0.7420058139534884,0.7420058139534884,0.7420058139534884,0.7420058139534884
macro avg,0.7419759991676134,0.7420527052950969,0.7419751514802571,2752.0
weighted avg,0.7421250730969883,0.7420058139534884,0.7420262556023094,2752.0
