,precision_mean,precision_std,precision_sem,recall_mean,recall_std,recall_sem,f1-score_mean,f1-score_std,f1-score_sem,occurences_mean,occurences_std,occurences_sem
argument,0.7786857571548605,0.007520745896251641,0.00336337981310425,0.9832044338148525,0.008405396787101645,0.003759007718763521,0.8690587241346668,0.006787573670918815,0.0030354952260924517,871.8,10.449880382090512,4.673328578219172
other,0.7346943547791904,0.0740462118615652,0.0331144726397622,0.1362767031277116,0.029919210712098906,0.013380277797078607,0.22831453193168602,0.04289274170081511,0.019182217236872506,282.2,10.449880382090505,4.673328578219169
accuracy,0.7762564991334489,0.009868796171582626,0.004413459819149685,0.7762564991334489,0.009868796171582626,0.004413459819149685,0.7762564991334489,0.009868796171582626,0.004413459819149685,0.7762564991334489,0.009868796171582626,0.004413459819149685
macro avg,0.7566900559670254,0.03927753351346211,0.017565446984925483,0.559740568471282,0.01309587547877656,0.005856653559083398,0.5486866280331764,0.02117549603182074,0.009469969716885645,1154.0,0.0,0.0
weighted avg,0.7677352890947907,0.021987647895408018,0.009833175071892502,0.7762564991334489,0.009868796171582626,0.004413459819149685,0.7125761867297571,0.011871886167693468,0.0053092688984204125,1154.0,0.0,0.0
