,precision,recall,f1-score,occurences
argument,0.8414899940558748,0.9595571622232264,0.8966536472078539,4426.0
other,0.7524204702627939,0.40476190476190477,0.5263667150459604,1344.0
accuracy,0.8303292894280763,0.8303292894280763,0.8303292894280763,0.8303292894280763
macro avg,0.7969552321593343,0.6821595334925656,0.7115101811269071,5770.0
weighted avg,0.8207431240423738,0.8303292894280763,0.8104031035639051,5770.0
