,precision,recall,f1-score,occurences
argument,1.0,0.0011376564277588168,0.0022727272727272726,879.0
other,0.23850823937554205,1.0,0.3851540616246499,275.0
accuracy,0.2391681109185442,0.2391681109185442,0.2391681109185442,0.2391681109185442
macro avg,0.619254119687771,0.5005688282138794,0.19371339444868857,1154.0
weighted avg,0.8185353256744142,0.2391681109185442,0.09351394646404332,1154.0
