,precision,recall,f1-score,occurences
argument,0.799616122840691,0.9444570392201315,0.8660222430100821,4411.0
other,0.5625,0.23178807947019867,0.32829598749348615,1359.0
accuracy,0.7766031195840555,0.7766031195840555,0.7766031195840555,0.7766031195840555
macro avg,0.6810580614203454,0.5881225593451651,0.5971591152517841,5770.0
weighted avg,0.7437684952946771,0.7766031195840555,0.739372332915272,5770.0
