,precision,recall,f1-score,occurences
argument,0.6082089552238806,0.6985714285714286,0.6502659574468086,1400.0
other,0.6311188811188811,0.5340236686390533,0.5785256410256411,1352.0
accuracy,0.6177325581395349,0.6177325581395349,0.6177325581395349,0.6177325581395349
macro avg,0.6196639181713809,0.6162975486052409,0.6143957992362248,2752.0
weighted avg,0.6194641223060176,0.6177325581395349,0.6150214415305955,2752.0
