,precision,recall,f1-score,occurences
argument,1.0,0.0029985007496251873,0.005979073243647235,1334.0
other,0.5160116448326055,1.0,0.6807489198271723,1418.0
accuracy,0.5167151162790697,0.5167151162790697,0.5167151162790697,0.5167151162790697
macro avg,0.7580058224163028,0.5014992503748126,0.3433639965354098,2752.0
weighted avg,0.7506193722284283,0.5167151162790697,0.35366208285681533,2752.0
