,precision,recall,f1-score,occurences
argument,0.6963696369636964,0.7672727272727272,0.7301038062283737,275.0
other,0.7419354838709677,0.6666666666666666,0.7022900763358778,276.0
accuracy,0.7168784029038112,0.7168784029038112,0.7168784029038112,0.7168784029038112
macro avg,0.7191525604173321,0.7169696969696969,0.7161969412821257,551.0
weighted avg,0.7191939087357596,0.7168784029038112,0.716171701962804,551.0
