,precision,recall,f1-score,occurences
argument,0.7779183230936032,0.985802610487749,0.8696091303908695,4367.0
other,0.7372881355932204,0.1240199572344975,0.21232458816351432,1403.0
accuracy,0.7762564991334489,0.7762564991334489,0.7762564991334489,0.7762564991334489
macro avg,0.7576032293434118,0.5549112838611232,0.5409668592771919,5770.0
weighted avg,0.7680389204830248,0.7762564991334489,0.7097876030520517,5770.0
