,precision,recall,f1-score,occurences
argument,0.7804441260744985,0.9927107061503417,0.8738720673751754,4390.0
other,0.8279569892473119,0.11159420289855072,0.1966794380587484,1380.0
accuracy,0.7819757365684575,0.7819757365684575,0.7819757365684575,0.7819757365684575
macro avg,0.8042005576609053,0.5521524545244463,0.5352757527169619,5770.0
weighted avg,0.7918076878038716,0.7819757365684575,0.7119091854936036,5770.0
