,precision,recall,f1-score,occurences
argument,0.7811026478055858,0.9795314987491471,0.8691353042074463,4397.0
other,0.6484375,0.12090313182811362,0.20380601596071207,1373.0
accuracy,0.7752166377816291,0.7752166377816291,0.7752166377816291,0.7752166377816291
macro avg,0.7147700739027929,0.5502173152886304,0.5364706600840792,5770.0
weighted avg,0.749534320606787,0.7752166377816291,0.7108169137806237,5770.0
