,precision,recall,f1-score,occurences
argument,0.7142857142857143,0.0036576444769568397,0.00727802037845706,1367.0
other,0.5038251366120219,0.9985559566787003,0.6697336561743341,1385.0
accuracy,0.5043604651162791,0.5043604651162791,0.5043604651162791,0.5043604651162791
macro avg,0.609055425448868,0.5011068005778286,0.3385058382763956,2752.0
weighted avg,0.6083671459433945,0.5043604651162791,0.3406722992946234,2752.0
