,precision,recall,f1-score,occurences
argument,0.7333333333333333,0.007947976878612716,0.015725518227305217,1384.0
other,0.49835586408476434,0.9970760233918129,0.6645554202192449,1368.0
accuracy,0.49963662790697677,0.49963662790697677,0.49963662790697677,0.49963662790697677
macro avg,0.6158445987090488,0.5025120001352128,0.340140469223275,2752.0
weighted avg,0.616527672747562,0.49963662790697677,0.33825433578725195,2752.0
