,precision,recall,f1-score,occurences
argument,0.8340248962655602,0.9305555555555556,0.8796498905908097,432.0
other,0.6842105263157895,0.4482758620689655,0.5416666666666666,145.0
accuracy,0.8093587521663779,0.8093587521663779,0.8093587521663779,0.8093587521663779
macro avg,0.7591177112906748,0.6894157088122606,0.7106582786287381,577.0
weighted avg,0.796376571061545,0.8093587521663779,0.7947147649946211,577.0
