,loss,acc,auc,val_loss,val_acc,val_auc
0,47.18888473510742,0.7613476514816284,0.6419117450714111,31.897066116333008,0.7214038372039795,0.5889785289764404
1,22.11290168762207,0.7666558623313904,0.6726068258285522,14.463061332702637,0.7404679656028748,0.7137337923049927
2,9.622764587402344,0.7755389213562012,0.7176122665405273,6.052272796630859,0.7110052108764648,0.7449268102645874
3,3.833272933959961,0.7869136333465576,0.7743295431137085,2.3480374813079834,0.7396013736724854,0.7677797079086304
4,1.4728264808654785,0.7993716597557068,0.8102917671203613,0.9769471287727356,0.7833622097969055,0.7705456018447876
5,0.6723046898841858,0.8104214072227478,0.8328269720077515,0.6800938844680786,0.7248700261116028,0.7602790594100952
6,0.4578129053115845,0.8229877352714539,0.8477487564086914,0.5407015085220337,0.7972270250320435,0.7675845623016357
7,0.39940428733825684,0.8334958553314209,0.8656914234161377,0.5129546523094177,0.773396909236908,0.770504891872406
8,0.37216147780418396,0.840753972530365,0.88261878490448,0.5191680788993835,0.7725303173065186,0.7691224813461304
9,0.3503769040107727,0.8532119989395142,0.89593106508255,0.5211380124092102,0.7872617244720459,0.7794477939605713
10,0.33353757858276367,0.8555952906608582,0.9058530330657959,0.5757055878639221,0.7963604927062988,0.78216552734375
