,precision_mean,precision_std,precision_sem,recall_mean,recall_std,recall_sem,f1-score_mean,f1-score_std,f1-score_sem,occurences_mean,occurences_std,occurences_sem
argument,0.614182356157832,0.04284375553266544,0.019160309956484524,0.6580648957221118,0.25625633117168395,0.11460131523291672,0.6065159670133606,0.13073712678967456,0.05846742053694423,137.8,6.9065186599328,3.0886890422960986
other,0.6700905791990449,0.11239885697498653,0.05026629695786925,0.5494715396313179,0.23840625742919153,0.1066185195745973,0.5631304147896274,0.12967185405863385,0.05799101608870746,138.2,6.9065186599328,3.0886890422960986
accuracy,0.6130434782608696,0.023396933755018747,0.010463426868256265,0.6130434782608696,0.023396933755018747,0.010463426868256265,0.6130434782608696,0.023396933755018747,0.010463426868256265,0.6130434782608696,0.023396933755018747,0.010463426868256265
macro avg,0.6421364676784383,0.05082762076772318,0.022730803034241815,0.6037682176767148,0.026654914904169106,0.011920440332038882,0.584823190901494,0.041205486259997995,0.018427653664657817,276.0,0.0,0.0
weighted avg,0.6398115144633922,0.047935900941137095,0.021437586613415736,0.6130434782608696,0.023396933755018747,0.010463426868256265,0.5895493234978562,0.03604637520567128,0.01612042906046879,276.0,0.0,0.0
