,precision,recall,f1-score,occurences
argument,0.6842105263157895,0.1984732824427481,0.30769230769230765,131.0
other,0.5588235294117647,0.9172413793103448,0.6945169712793733,145.0
accuracy,0.5760869565217391,0.5760869565217391,0.5760869565217391,0.5760869565217391
macro avg,0.6215170278637772,0.5578573308765464,0.5011046394858405,276.0
weighted avg,0.6183369228698344,0.5760869565217391,0.5109154099391355,276.0
