,precision_mean,precision_std,precision_sem,recall_mean,recall_std,recall_sem,f1-score_mean,f1-score_std,f1-score_sem,occurences_mean,occurences_std,occurences_sem
argument,0.7219317406187583,0.01732497182767147,0.007747962942988436,0.7885044323898264,0.0327227213508616,0.014634045869862056,0.7532192543279985,0.011843573745837402,0.005296607198444849,137.2,3.4205262752974166,1.5297058540778365
other,0.7706852012524112,0.02068301936129396,0.009249727454359515,0.698618708886712,0.036678235553958695,0.01640300559868026,0.7321382536305217,0.016800696065783056,0.007513499694480838,138.8,3.4205262752974166,1.5297058540778365
accuracy,0.7434782608695653,0.009378390656191872,0.004194143805358777,0.7434782608695653,0.009378390656191872,0.004194143805358777,0.7434782608695653,0.009378390656191872,0.004194143805358777,0.7434782608695653,0.009378390656191872,0.004194143805358777
macro avg,0.7463084709355849,0.009303085901027288,0.004160466495043379,0.7435615706382691,0.00944305032478855,0.004223060488235733,0.7426787539792601,0.009526323714626203,0.004260301480314499,276.0,0.0,0.0
weighted avg,0.7465421062040121,0.009381733362409843,0.004195638709025216,0.7434782608695653,0.009378390656191872,0.004194143805358777,0.7427574392447358,0.009577638212558677,0.004283250021436156,276.0,0.0,0.0
