,precision,recall,f1-score,occurences
argument,0.7701863354037267,0.992,0.8671328671328671,875.0
other,0.7407407407407407,0.07168458781362007,0.13071895424836602,279.0
accuracy,0.7694974003466204,0.7694974003466204,0.7694974003466204,0.7694974003466204
macro avg,0.7554635380722337,0.53184229390681,0.49892591069061654,1154.0
weighted avg,0.7630673398136287,0.7694974003466204,0.6890917218167701,1154.0
