,precision,recall,f1-score,occurences
argument,0.6829652996845426,0.615931721194879,0.6477187733732236,703.0
other,0.6361185983827493,0.7013372956909361,0.6671378091872792,673.0
accuracy,0.657703488372093,0.657703488372093,0.657703488372093,0.657703488372093
macro avg,0.6595419490336459,0.6586345084429075,0.6574282912802514,1376.0
weighted avg,0.660052632550744,0.6577034883720929,0.657216601209604,1376.0
