,precision,recall,f1-score,occurences
argument,0.5900621118012422,0.6934306569343066,0.6375838926174497,137.0
other,0.6347826086956522,0.5251798561151079,0.5748031496062992,139.0
accuracy,0.6086956521739131,0.6086956521739131,0.6086956521739131,0.6086956521739131
macro avg,0.6124223602484472,0.6093052565247072,0.6061935211118745,276.0
weighted avg,0.6125843910342965,0.6086956521739131,0.6059660546516891,276.0
