,precision,recall,f1-score,occurences
argument,0.8026789284286285,0.9143703028922797,0.8548919408069839,4391.0
other,0.5104166666666666,0.28426395939086296,0.36516068933395435,1379.0
accuracy,0.7637781629116118,0.7637781629116118,0.7637781629116118,0.7637781629116118
macro avg,0.6565477975476476,0.5993171311415714,0.6100263150704691,5770.0
weighted avg,0.7328297674286726,0.7637781629116118,0.7378487179679357,5770.0
