,precision,recall,f1-score,occurences
argument,0.7046439628482972,0.8216606498194946,0.7586666666666667,1385.0
other,0.7827616534740546,0.6510607168983175,0.7108626198083068,1367.0
accuracy,0.7369186046511628,0.7369186046511628,0.7369186046511628,0.7369186046511628
macro avg,0.7437028081611758,0.736360683358906,0.7347646432374868,2752.0
weighted avg,0.7434473360624725,0.7369186046511628,0.734920979146544,2752.0
