,precision,recall,f1-score,occurences
argument,0.7247191011235955,0.5019455252918288,0.593103448275862,257.0
other,0.6568364611260054,0.8333333333333334,0.7346326836581709,294.0
accuracy,0.6787658802177858,0.6787658802177858,0.6787658802177858,0.6787658802177858
macro avg,0.6907777811248004,0.6676394293125811,0.6638680659670164,551.0
weighted avg,0.6884985999270592,0.6787658802177858,0.6686199549952792,551.0
