,precision,recall,f1-score,occurences
argument,0.6633333333333333,0.5685714285714286,0.6123076923076922,1400.0
other,0.6108247422680413,0.7011834319526628,0.652892561983471,1352.0
accuracy,0.6337209302325582,0.6337209302325582,0.6337209302325582,0.6337209302325582
macro avg,0.6370790378006873,0.6348774302620457,0.6326001271455817,2752.0
weighted avg,0.6375369615599776,0.6337209302325582,0.6322461893286416,2752.0
