,precision_mean,precision_std,precision_sem,recall_mean,recall_std,recall_sem,f1-score_mean,f1-score_std,f1-score_sem,occurences_mean,occurences_std,occurences_sem
argument,0.6700752233380725,0.02270314716748103,0.010153156073933876,0.5419637068051537,0.17822077326754676,0.07970275280576238,0.5818335707889326,0.12631748976768223,0.05649089877353431,1398.0,11.895377253370324,5.319774431308156
other,0.6127123128189198,0.049444548299122024,0.02211227422272169,0.7178782644765442,0.10874311538884722,0.04863139961891317,0.654308302544587,0.01665262058174446,0.007447278324858542,1354.0,11.895377253370324,5.319774431308156
accuracy,0.6287790697674419,0.03858303295259794,0.017254856892024682,0.6287790697674419,0.03858303295259794,0.017254856892024682,0.6287790697674419,0.03858303295259794,0.017254856892024682,0.6287790697674419,0.03858303295259794,0.017254856892024682
macro avg,0.641393768078496,0.018289353962740475,0.008179247745048572,0.629920985640849,0.03688165138756609,0.016493975925009445,0.6180709366667598,0.05871639220123815,0.0262587688711014,2752.0,0.0,0.0
weighted avg,0.6418176610279266,0.018062203988919282,0.008077663188538274,0.6287790697674419,0.03858303295259794,0.017254856892024682,0.6176262837906094,0.05959667126999311,0.02665244163848266,2752.0,0.0,0.0
