,precision,recall,f1-score,occurences
argument,0.5555555555555556,0.7989497374343586,0.6553846153846155,1333.0
other,0.6790419161676646,0.39957716701902746,0.5031055900621118,1419.0
accuracy,0.5930232558139535,0.5930232558139535,0.5930232558139535,0.5930232558139535
macro avg,0.6172987358616101,0.5992634522266931,0.5792451027233636,2752.0
weighted avg,0.6192282102461744,0.5930232558139535,0.5768657429526995,2752.0
