,precision,recall,f1-score,occurences
argument,0.7826325411334553,0.9738398544131028,0.8678289073586054,4396.0
other,0.6166666666666667,0.1346433770014556,0.22102747909199522,1374.0
accuracy,0.7740034662045061,0.7740034662045061,0.7740034662045061,0.7740034662045061
macro avg,0.699649603900061,0.5542416157072793,0.5444281932253003,5770.0
weighted avg,0.7431113779588682,0.7740034662045061,0.7138072154282203,5770.0
