,precision,recall,f1-score,occurences
argument,0.5714285714285714,0.02973977695167286,0.05653710247349823,269.0
other,0.5139664804469274,0.9787234042553191,0.673992673992674,282.0
accuracy,0.515426497277677,0.515426497277677,0.515426497277677,0.515426497277677
macro avg,0.5426975259377493,0.504231590603496,0.3652648882330861,551.0
weighted avg,0.5420196609806156,0.515426497277677,0.3725488468807715,551.0
