,precision,recall,f1-score,occurences
argument,0.8482668410725964,0.5837083708370837,0.6915489202879233,2222.0
other,0.31784660766961653,0.6500754147812972,0.4269440316988608,663.0
accuracy,0.5989601386481802,0.5989601386481802,0.5989601386481802,0.5989601386481802
macro avg,0.5830567243711064,0.6168918928091904,0.5592464759933921,2885.0
weighted avg,0.7263713073650833,0.5989601386481802,0.6307402405185825,2885.0
