,precision,recall,f1-score,occurences
argument,0.7796826554805764,0.9766963673749143,0.8671399594320486,4377.0
other,0.6445993031358885,0.13280689160086145,0.22023809523809526,1393.0
accuracy,0.7729636048526863,0.7729636048526863,0.7729636048526863,0.7729636048526863
macro avg,0.7121409793082325,0.5547516294878878,0.543689027335072,5770.0
weighted avg,0.7470706780427687,0.7729636048526863,0.7109641714212727,5770.0
