,precision,recall,f1-score,occurences
argument,0.858560794044665,0.9440654843110505,0.8992852501624432,4398.0
other,0.7366167023554604,0.5014577259475219,0.5967042497831744,1372.0
accuracy,0.8388214904679376,0.8388214904679376,0.8388214904679376,0.8388214904679376
macro avg,0.7975887482000628,0.7227616051292862,0.7479947499728088,5770.0
weighted avg,0.8295647292617206,0.8388214904679376,0.827337046952676,5770.0
