,precision,recall,f1-score,occurences
argument,0.7815291175419793,0.9873617693522907,0.8724698374713331,4431.0
other,0.6744186046511628,0.08663181478715459,0.15354070152217072,1339.0
accuracy,0.7783362218370884,0.7783362218370884,0.7783362218370884,0.7783362218370884
macro avg,0.727973861096571,0.5369967920697226,0.513005269496752,5770.0
weighted avg,0.7566727957463462,0.7783362218370884,0.7056334227337372,5770.0
