,precision,recall,f1-score,occurences
argument,0.779440584357741,0.9913890777249037,0.8727308996608818,4413.0
other,0.7579617834394905,0.08769344141488578,0.1571994715984148,1357.0
accuracy,0.7788561525129982,0.7788561525129982,0.7788561525129982,0.7788561525129982
macro avg,0.7687011838986157,0.5395412595698947,0.5149651856296483,5770.0
weighted avg,0.7743891575213345,0.7788561525129982,0.7044508047075425,5770.0
