,precision,recall,f1-score,occurences
argument,0.9022272555681389,0.5421960072595281,0.6773416465920363,4408.0
other,0.35341236783082347,0.8098384728340675,0.4920811956279278,1362.0
accuracy,0.605372616984402,0.605372616984402,0.605372616984402,0.605372616984402
macro avg,0.6278198116994812,0.6760172400467979,0.5847114211099821,5770.0
weighted avg,0.7726803097972162,0.605372616984402,0.6336111900559677,5770.0
