,precision,recall,f1-score,occurences
argument,0.8333773435437022,0.7182521620391443,0.7715438210487716,4394.0
other,0.3756933938477055,0.5414244186046512,0.44358440011908307,1376.0
accuracy,0.6760831889081456,0.6760831889081456,0.6760831889081456,0.6760831889081456
macro avg,0.6045353686957038,0.6298382903218978,0.6075641105839273,5770.0
weighted avg,0.7242312231309307,0.6760831889081456,0.6933337407716049,5770.0
